,Division,Time,home_team,away_team,full_time_home_goals,full_time_away_goals,half_time_home_goals,half_time_away_goals,Referee,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_fouls,away_fouls,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_coef,draw_coef,away_coef,away_shots_on_target
227,1,,217,424,2,0,1,0,-1,12,10,7,4,14,14,6,8,1,2,0,0,2.587597083,3.389244807,3.044231862,-0.594389309
228,14,,126,78,1,0,0,0,-1,,,,,,,,,,,,,2.382195526,3.206038145,3.593144918,
229,14,,149,383,1,1,1,0,-1,,,,,,,,,,,,,2.716795479,3.100580714,3.130879548,
230,14,,230,266,1,3,1,1,-1,,,,,,,,,,,,,2.294310986,3.191641505,3.834048581,
231,14,,342,469,1,1,1,0,-1,,,,,,,,,,,,,1.750769577,3.562259486,6.325034599,
232,14,,368,440,1,0,1,0,-1,,,,,,,,,,,,,2.389476777,3.145123279,3.65569524,
233,1,,140,393,0,1,0,0,-1,10,6,3,3,15,5,3,4,2,1,0,0,3.159326976,3.322389013,2.547844335,0.071624216
234,6,,245,271,1,1,1,1,-1,,,,,,,,,,,,,1.920082072,3.608950073,4.714756502,
235,1,,239,141,3,1,0,0,-1,8,7,6,2,14,12,10,2,2,1,0,0,4.006068028,3.57793862,2.079485694,-0.290505947
236,12,,61,461,1,2,1,1,-1,14,19,4,5,14,17,6,8,5,5,0,0,1.746812962,3.962769976,5.400147499,0.318861847
237,12,,155,493,1,2,1,0,-1,9,10,1,5,16,21,5,3,4,4,1,0,1.740204302,3.808561416,5.787422308,-0.204102629
238,12,,278,279,1,1,0,0,-1,18,9,6,4,7,12,14,4,2,4,1,0,1.963735776,3.654168119,4.403221971,0.904846213
239,12,,414,98,2,1,0,0,-1,15,14,6,4,17,16,7,7,5,2,0,0,2.112130897,3.479987096,4.013048704,-0.678773929
240,15,,170,453,2,1,0,1,-1,23,7,8,2,12,14,10,0,2,1,0,0,2.11980663,3.35131334,4.16895304,-0.055926872
241,4,,374,265,0,0,0,0,-1,,,,,,,,,,,,,2.65110261,3.60304293,2.814877289,
242,0,,138,137,1,3,0,2,-1,,,,,,,,,,,,,2.361855097,3.50760608,3.316647583,
243,3,,370,17,1,0,1,0,-1,,,,,,,,,,,,,1.386426151,5.367449814,9.764401322,
244,4,,121,208,1,0,1,0,-1,,,,,,,,,,,,,2.651534415,3.589149246,2.822926373,
245,15,,231,350,2,0,0,0,-1,15,6,6,5,12,21,5,8,2,6,0,0,1.352184424,5.288543524,12.28985399,2.795364628
246,4,,299,165,1,2,1,2,-1,,,,,,,,,,,,,2.529690902,3.570128289,2.988707396,
247,14,,462,34,2,0,0,0,-1,,,,,,,,,,,,,1.831382636,3.459278312,5.717983563,
248,16,,190,359,0,0,0,0,-1,,,,,,,,,,,,,1.987238724,3.251845185,5.018279606,
249,9,,120,86,2,2,2,0,-1,14,9,5,3,9,6,14,2,0,0,0,0,1.876875236,3.72347829,4.79309536,0.685214988
250,9,,134,122,0,1,0,0,-1,10,14,2,4,7,8,5,2,0,2,0,0,2.472865153,3.455930398,3.162024293,0.618076583
251,9,,320,474,0,1,0,0,-1,18,10,6,2,13,9,10,8,1,2,0,0,1.809302552,3.719121912,5.307287486,0.778370937
252,9,,326,430,0,1,0,1,-1,10,11,5,4,18,14,5,4,2,3,0,0,3.08073115,3.282746307,2.626197046,-0.993330102
253,9,,404,491,0,4,0,1,-1,22,13,12,8,14,12,10,4,3,3,0,0,2.262844958,3.480519375,3.56169767,-0.944049451
254,9,,410,448,1,1,1,0,-1,9,8,7,3,9,4,7,3,1,0,0,0,2.519163967,3.426062995,3.113686663,0.634892833
255,11,,297,363,1,3,1,1,-1,7,12,3,6,12,12,2,5,1,1,0,0,2.528551692,3.493260169,3.046447822,-0.547717843
256,9,,95,366,4,2,1,0,-1,11,8,6,1,11,15,3,4,3,3,0,1,2.264123471,3.421342134,3.622597554,0.771645792
257,11,,337,360,2,1,2,0,-1,10,10,6,6,12,9,5,3,0,3,0,0,1.761551155,3.774752475,5.636963696,0.468459346
258,5,,13,185,0,0,0,0,-1,,,,,,,,,,,,,2.841834263,3.379752891,2.760638998,
259,10,,318,369,1,1,1,1,11,13,6,4,4,15,14,6,2,0,2,0,0,2.388423458,3.512387438,3.261502621,-0.807527359
260,10,,415,482,0,2,0,0,12,14,12,9,8,11,9,10,3,0,0,0,0,2.215734394,3.53510351,3.62574719,-0.842649164
261,10,,437,480,3,0,2,0,3,10,7,7,6,13,17,5,4,2,4,0,0,2.152710898,3.466572009,3.891050215,-0.592252314
262,5,,412,286,3,3,3,2,-1,,,,,,,,,,,,,1.836043224,3.763888609,5.008317905,
263,5,,330,154,2,0,2,0,-1,,,,,,,,,,,,,2.507692853,3.292621104,3.25184561,
264,11,,443,389,4,2,2,1,-1,14,13,6,6,5,5,9,6,1,3,1,0,2.252798809,3.434760516,3.636805253,1.11083252
265,5,,168,184,3,0,1,0,-1,,,,,,,,,,,,,1.486495207,4.469667095,8.806975028,
266,10,,444,479,1,1,0,0,6,18,10,10,5,8,7,7,5,1,2,0,0,1.538420503,4.486232692,7.295090771,1.899168881
267,14,,50,111,2,1,1,0,-1,,,,,,,,,,,,,2.222004274,3.190308888,4.056686702,
268,10,,281,181,3,2,3,1,5,20,14,11,11,12,7,8,8,0,1,0,0,1.341579682,5.565071275,11.77608832,2.019326852
269,4,,351,139,3,0,1,0,-1,,,,,,,,,,,,,1.468640706,4.936264594,7.904142687,
270,9,,115,408,1,1,0,1,-1,4,9,1,5,4,3,5,7,2,2,0,0,3.372702817,3.464407727,2.353759367,1.341965121
271,9,,77,125,5,1,3,0,-1,17,7,12,6,12,8,7,4,0,1,0,0,1.845544554,3.691089109,5.070177347,0.093989509
272,9,,438,291,1,0,1,0,-1,10,2,4,1,14,6,6,6,2,1,0,1,2.419554455,3.456506365,3.253182461,0.681159187
273,11,,7,161,0,3,0,1,-1,5,13,4,12,7,9,13,5,0,1,0,0,2.448378612,3.529745832,3.142085885,-1.085376999
274,7,,65,254,2,1,1,0,-1,8,12,4,7,6,15,3,12,1,1,0,0,2.416431186,3.43760085,3.275831398,-0.105369608
275,7,,66,226,6,0,2,0,-1,11,5,7,3,7,7,5,5,1,1,0,0,2.076500893,3.648996714,3.931239554,1.076397304
276,7,,80,52,5,1,3,1,-1,11,6,6,3,4,6,4,4,1,3,0,0,1.762793591,3.706903094,5.781962979,2.300591542
277,9,,73,367,1,1,0,0,-1,9,10,5,6,7,11,3,8,2,3,1,0,2.118743901,3.490882808,3.975167129,0.783035646
278,7,,104,222,0,0,0,0,-1,9,13,6,8,10,9,8,6,0,0,0,0,2.374229039,3.411707275,3.381780018,-0.693799042
279,7,,220,83,2,0,1,0,-1,10,6,7,3,11,6,6,9,1,0,0,0,2.528524281,3.525830671,3.022140575,0.362640362
280,7,,288,127,2,1,1,0,-1,19,9,10,7,9,15,9,3,1,2,0,0,1.792819716,3.655360198,5.597581557,0.004299295
281,7,,356,252,1,2,0,1,-1,13,9,7,4,13,17,8,5,4,0,0,0,3.094059406,3.640069889,2.42671326,-0.84766712
282,7,,409,290,3,2,1,2,-1,17,7,8,4,11,14,7,2,4,1,0,0,2.132169558,3.433493701,4.004074287,-0.05392837
283,7,,476,64,2,0,2,0,-1,10,8,3,3,9,9,5,2,1,0,0,0,2.75854175,3.509027373,2.75854175,0.265092524
284,7,,485,132,1,1,1,0,-1,7,12,3,11,9,5,4,7,0,0,0,0,1.74581865,3.741039964,5.885902876,0.143980621
285,7,,81,94,4,2,2,0,-1,13,14,6,8,10,7,5,6,0,1,0,0,3.1943733,3.394021631,2.485621724,-0.450302095
286,16,,257,344,0,1,0,1,-1,,,,,,,,,,,,,4.245032574,3.333281929,2.107810632,
287,11,,19,108,0,1,0,0,-1,5,3,0,1,19,12,6,6,5,2,0,0,2.531744854,3.379062688,3.134055122,-0.323343615
288,3,,20,29,2,3,2,1,-1,,,,,,,,,,,,,2.697542482,3.723224033,2.697542482,
289,11,,51,492,1,3,1,3,-1,9,14,3,5,8,6,7,6,0,0,0,0,2.877170285,3.417915055,2.70372385,0.203894474
290,11,,85,171,0,1,0,0,-1,20,4,10,3,8,11,3,9,0,1,0,0,3.039847375,3.519286391,2.519605039,0.438413792
291,11,,109,394,1,1,1,0,-1,13,13,3,6,13,7,6,10,2,2,0,0,2.574114657,3.493441321,2.982704285,-0.179080093
292,11,,74,2,5,1,5,1,-1,15,6,10,2,5,6,7,4,0,1,0,0,1.926070985,3.750769814,4.460374914,1.594091066
293,11,,317,416,3,3,0,0,-1,15,8,9,4,8,8,9,5,2,2,0,0,2.493901564,3.469338869,3.117376955,0.536396311
294,16,,1,35,0,1,0,0,-1,,,,,,,,,,,,,2.821600841,3.144069509,2.962680883,
295,10,,107,310,2,0,2,0,1,11,11,6,5,8,10,2,3,1,0,0,0,1.535102891,4.515008504,7.294247072,1.588185506
296,11,,128,192,1,2,1,1,-1,19,13,10,11,10,14,9,5,1,1,0,0,3.061156318,3.489718203,2.520352035,-1.549531944
297,12,,332,48,1,2,1,0,-1,17,15,5,10,17,11,4,7,6,3,1,0,15.44931466,6.694367966,1.256450444,2.348847511
298,15,,343,309,0,3,0,1,-1,16,12,6,3,11,13,6,5,3,3,0,0,3.134304019,3.415587713,2.511461553,0.156017955
299,15,,392,97,2,2,0,1,-1,18,11,5,4,15,15,10,2,3,2,0,0,1.445600648,4.760844802,9.242206812,1.301730477
300,15,,187,91,2,0,0,0,-1,15,17,4,4,19,12,3,6,0,3,0,0,2.094049789,3.300621334,4.357617894,-0.65023946
301,12,,458,242,3,3,3,1,-1,13,13,5,8,16,10,2,10,5,2,1,0,1.501468828,4.504406485,8.198019802,1.120661517
302,16,,338,347,1,0,0,0,-1,,,,,,,,,,,,,1.456160783,4.378665291,10.53934553,
303,12,,198,406,1,1,1,1,-1,18,9,7,3,15,15,6,0,4,2,0,1,3.025976222,3.439526306,2.572079789,-0.403751898
304,8,,156,340,1,1,0,1,-1,,,,,,,,,,,,,2.340859696,3.323818096,3.546757115,
305,15,,289,398,0,1,0,0,-1,23,10,6,3,16,11,7,2,2,5,0,0,1.459428986,4.624812125,9.210180224,1.952216047
306,8,,283,191,0,0,0,0,-1,,,,,,,,,,,,,1.89590518,3.609316814,4.866494581,
307,8,,298,306,3,1,1,0,-1,,,,,,,,,,,,,3.234391737,3.295036582,2.51676107,
308,13,,209,403,2,2,1,0,-1,9,15,2,7,12,16,3,6,1,3,0,0,2.990289069,3.556019433,2.535684312,-0.860696224
309,15,,37,248,0,1,0,1,-1,10,13,3,4,14,19,8,5,1,4,0,0,2.567604733,3.160128903,3.288509139,-0.856495061
310,15,,110,69,2,0,0,0,-1,6,4,3,1,17,18,1,1,3,3,0,1,2.243319357,3.219112979,3.9434134,-0.124070438
311,8,,405,58,0,5,0,3,-1,,,,,,,,,,,,,11.00641941,5.273075483,1.370799509,
312,15,,355,224,0,3,0,2,-1,13,14,5,6,7,12,10,2,3,1,0,0,5.000717463,3.750538097,1.840264026,0.162992604
313,12,,189,378,2,1,0,1,-1,11,14,3,5,12,11,3,7,3,1,0,1,10.92338488,5.557688882,1.354055109,2.078173624
314,1,,5,211,0,0,0,0,-1,7,3,2,1,14,19,9,1,1,4,0,0,2.660235064,3.292168297,3.027164038,-0.474052007
315,16,,464,328,1,2,1,2,-1,,,,,,,,,,,,,13.03907274,4.864577137,1.374117666,
316,5,,60,182,3,3,2,2,-1,,,,,,,,,,,,,3.360154529,3.409860957,2.385908541,
317,1,,300,425,1,1,1,0,-1,5,17,2,8,19,10,2,11,2,3,1,0,2.049379865,3.479887593,4.261086848,-0.778002231
318,16,,324,488,0,0,0,0,-1,,,,,,,,,,,,,2.731807561,3.136519792,3.075812958,
319,15,,411,442,0,0,0,0,-1,5,8,0,1,10,17,4,5,0,1,0,0,2.365775942,3.207831786,3.628859708,0.100547463
320,5,,447,147,2,0,1,0,-1,,,,,,,,,,,,,1.588005772,4.214323011,6.993333113,
321,5,,84,87,0,1,0,0,-1,,,,,,,,,,,,,1.883450917,3.746540202,4.7137177,
322,10,,432,33,0,0,0,0,10,7,16,4,6,9,9,0,11,2,0,0,0,3.706507234,3.466085143,2.213886753,0.149473364
323,10,,264,280,2,2,1,0,9,15,11,8,5,10,7,4,4,1,0,0,0,3.163033186,3.525673934,2.437751691,0.018588984
324,6,,117,401,2,0,1,0,-1,,,,,,,,,,,,,1.90034911,3.497451022,5.054119974,
325,16,,238,41,0,2,0,2,-1,,,,,,,,,,,,,3.537606945,3.173738802,2.42578762,
326,0,,223,177,0,2,0,1,-1,,,,,,,,,,,,,1.867964664,3.756344243,4.797504875,
327,0,,232,303,0,0,0,0,-1,,,,,,,,,,,,,1.997093864,3.684638179,4.203882583,
328,6,,215,148,1,2,0,2,-1,,,,,,,,,,,,,2.11426062,3.449583116,4.046431808,
329,2,,3,212,0,0,0,0,-1,,,,,,,,,,,,,1.519366222,4.852169549,6.861653907,
330,2,,202,339,1,3,0,1,-1,,,,,,,,,,,,,6.286939142,4.531752663,1.586609247,
331,2,,313,451,1,3,0,3,-1,,,,,,,,,,,,,4.152148807,3.866497292,1.958753245,
332,2,,483,470,0,2,0,1,-1,,,,,,,,,,,,,3.564106411,3.614305092,2.208742001,
333,0,,68,4,0,1,0,0,-1,,,,,,,,,,,,,2.072187451,3.636485821,3.961534832,
334,12,,460,258,2,0,1,0,-1,15,8,7,1,11,14,7,1,1,5,0,1,2.15056811,3.440908976,3.931038453,0.852563731
335,12,,40,38,4,0,2,0,-1,23,7,14,0,11,13,10,4,3,3,0,0,1.655008271,4.092924646,6.193893229,1.583505328
336,5,,26,237,3,0,0,0,-1,,,,,,,,,,,,,2.548399439,3.343500064,3.139628109,
337,0,,152,164,2,0,1,0,-1,,,,,,,,,,,,,3.242163018,3.465061726,2.421490504,
338,8,,419,387,0,1,0,1,-1,,,,,,,,,,,,,1.443542548,4.582995223,10.09470313,
339,16,,346,30,1,0,1,0,-1,,,,,,,,,,,,,2.511461553,3.134304019,3.415587713,
340,0,,137,232,1,3,0,1,-1,,,,,,,,,,,,,2.801616121,3.555505551,2.689551477,
341,2,,130,202,0,1,0,1,-1,,,,,,,,,,,,,2.042013725,3.828775735,3.859405941,
342,0,,303,138,3,0,1,0,-1,,,,,,,,,,,,,1.689798248,4.173598083,5.598729135,
343,0,,164,119,0,1,0,1,-1,,,,,,,,,,,,,2.025894897,3.614832071,4.170960082,
344,16,,344,190,1,1,1,1,-1,,,,,,,,,,,,,1.38469847,5.053644051,11.11801691,
345,5,,286,154,1,3,1,2,-1,,,,,,,,,,,,,2.816540996,3.265554778,2.867565289,
346,5,,185,330,1,1,0,1,-1,,,,,,,,,,,,,2.225327242,3.393878077,3.759685295,
347,13,,277,200,0,1,0,0,-1,11,7,3,2,17,23,8,0,1,3,0,0,1.884433412,3.728558087,4.736276489,-0.891036045
348,12,,279,414,1,0,0,0,-1,15,10,5,3,21,11,6,3,5,2,0,0,2.112130897,3.479987096,4.013048704,-0.648470899
349,12,,242,189,1,1,1,1,-1,10,13,5,4,8,13,6,6,2,2,0,0,2.248860161,3.498226918,3.57818639,0.366184464
350,12,,98,332,2,0,0,0,-1,12,7,4,2,5,15,4,6,1,2,0,1,2.121445891,3.448606354,4.021698371,1.211273017
351,15,,69,289,1,3,1,1,-1,15,17,3,6,18,21,1,8,1,5,0,0,3.942196197,3.376137256,2.173262006,-1.438886195
352,15,,442,355,3,0,1,0,-1,16,1,9,0,12,20,5,0,1,2,0,1,1.882522484,3.467804576,5.251246929,0.553576957
353,1,,424,141,0,0,0,0,-1,7,6,2,2,9,10,6,6,0,2,0,0,3.923322597,3.617609148,2.089041902,0.628282685
354,1,,393,239,0,0,0,0,-1,10,10,5,5,13,13,8,5,5,2,0,0,2.142524822,3.417837217,3.989177169,-0.21240603
355,6,,271,117,1,1,1,0,-1,,,,,,,,,,,,,3.408622112,3.255997242,2.441997931,
356,11,,2,128,2,2,2,1,-1,11,11,5,8,10,10,4,10,0,0,0,0,2.423506867,3.563980686,3.156668608,-0.606993147
357,11,,82,297,0,3,0,0,-1,13,7,7,4,16,12,8,0,3,2,0,0,1.995591449,3.661910309,4.240631829,-0.412126375
358,11,,161,85,3,0,2,0,-1,10,7,4,2,5,10,5,10,0,0,0,0,2.042585198,3.660474463,4.044723164,1.200216478
359,11,,171,19,4,1,1,1,-1,12,9,6,2,14,17,3,8,2,3,1,1,1.817113149,3.714986883,5.249437987,0.759790862
360,5,,147,236,0,3,0,1,-1,,,,,,,,,,,,,2.266449618,3.38442925,3.658842433,
361,11,,192,109,1,1,1,1,-1,13,13,8,7,12,13,6,6,1,3,0,1,2.117288652,3.52881442,3.932107496,-0.281356707
362,11,,360,317,3,2,0,1,-1,12,17,7,9,10,12,4,9,1,0,0,0,2.738445586,3.387558614,2.860154279,-0.952997921
363,11,,363,443,1,1,0,1,-1,2,1,2,1,6,8,15,2,0,1,0,0,2.401252165,3.400092351,3.339556582,0.855939911
364,11,,389,51,2,0,2,0,-1,9,5,4,2,8,15,3,7,1,0,0,0,1.752199029,3.899402464,5.469291768,1.00679167
365,11,,394,74,4,0,3,0,-1,8,8,6,2,10,18,5,4,1,3,0,0,1.886637744,3.683908437,4.796031738,0.495350946
366,11,,416,487,1,0,1,0,-1,11,6,6,1,18,9,7,6,4,3,0,0,2.017454493,3.530545362,4.327439887,0.357019868
367,5,,87,26,0,1,0,1,-1,,,,,,,,,,,,,1.907374003,3.580151204,4.844933965,
368,11,,108,7,0,3,0,2,-1,12,11,2,3,7,8,4,5,1,2,0,0,1.757697542,3.816714662,5.58445619,1.659072355
369,12,,493,278,0,1,0,0,-1,11,11,4,3,23,14,10,10,1,4,0,0,2.930293029,3.323012714,2.718828584,-1.441876381
370,9,,125,120,1,0,1,0,-1,6,10,4,5,8,12,8,0,1,2,0,0,2.870019848,3.488646034,2.66719159,-0.09268474
371,8,,327,365,2,3,1,1,-1,,,,,,,,,,,,,12.06969635,5.099446709,1.36789892,
372,4,,9,121,0,3,0,1,-1,,,,,,,,,,,,,2.613952004,3.637243292,2.836847136,
373,9,,366,326,0,1,0,0,-1,13,11,6,1,16,23,4,4,1,3,1,1,2.165343469,3.456416806,3.863054077,-0.374172659
374,9,,430,410,1,1,1,1,-1,6,16,5,7,9,10,6,10,0,1,0,0,2.042907732,3.557302021,4.177288944,-0.027642138
375,9,,448,115,4,0,1,0,-1,13,5,4,3,2,16,3,9,0,2,0,0,2.080369327,3.460516783,4.160738655,1.190484523
376,9,,474,77,2,2,2,0,-1,15,19,8,7,4,7,3,8,0,0,0,0,3.231887407,3.373282481,2.474413796,0.427873775
377,9,,291,95,2,0,1,0,-1,9,3,2,1,8,9,9,2,0,0,0,0,1.819260971,3.810341034,5.053502698,1.16184416
378,9,,210,404,2,0,1,0,-1,11,9,5,4,9,4,3,7,0,0,0,1,2.187911591,3.429424214,3.8263012,0.944610181
379,9,,491,134,2,1,0,0,-1,12,7,4,5,10,6,4,4,1,1,0,0,2.485890647,3.46609956,3.132626425,0.250726111
380,6,,322,380,0,0,0,0,-1,,,,,,,,,,,,,2.119558076,3.393330958,4.106643772,
381,9,,122,260,1,0,0,0,-1,14,8,8,3,14,11,6,3,2,2,0,0,1.693909878,4.03549118,5.81907864,0.678736675
382,9,,86,320,0,2,0,1,-1,13,7,9,3,7,10,9,4,0,2,0,0,3.244921562,3.526215072,2.390994835,0.492707844
383,16,,359,347,2,0,2,0,-1,,,,,,,,,,,,,2.621235096,3.024502034,3.357197258,
384,16,,464,346,0,1,0,0,-1,,,,,,,,,,,,,1.995430312,3.242574257,4.988575781,
385,16,,488,1,1,0,0,0,-1,,,,,,,,,,,,,1.905424293,3.312046415,5.45689575,
386,6,,489,292,0,4,0,1,-1,,,,,,,,,,,,,2.269785802,3.414722003,3.615588003,
387,6,,467,204,2,1,0,1,-1,,,,,,,,,,,,,1.490180689,4.45067299,8.752327911,
388,9,,408,73,5,3,3,1,-1,13,6,6,3,9,12,2,8,0,3,0,0,1.945194519,3.66633522,4.48107638,0.899502452
389,11,,492,337,3,1,2,1,-1,4,5,3,1,5,5,1,8,1,0,0,0,3.082543548,3.346182141,2.5856862,1.572473543
390,6,,304,221,2,1,2,0,-1,,,,,,,,,,,,,2.460841845,3.338984578,3.287929768,
391,5,,237,13,1,1,1,0,-1,,,,,,,,,,,,,1.789794364,3.579588728,5.816831683,
392,8,,205,156,2,2,0,1,-1,,,,,,,,,,,,,2.066456646,3.326491186,4.435321581,
393,0,,4,75,0,3,0,1,-1,,,,,,,,,,,,,2.824860116,3.446941224,2.733077657,
394,4,,142,374,3,1,2,0,-1,,,,,,,,,,,,,2.093327836,3.498847954,4.057068711,
395,0,,426,399,2,1,0,0,-1,,,,,,,,,,,,,1.604698413,4.26248016,6.569234129,
396,3,,370,29,6,0,2,0,-1,,,,,,,,,,,,,1.913014216,3.926713391,4.299247739,
397,7,,52,81,1,0,0,0,-1,14,12,7,5,7,9,7,5,1,1,1,0,2.832244009,3.439153439,2.731092437,0.405209895
398,5,,234,60,0,3,0,3,-1,,,,,,,,,,,,,3.139692519,3.435312919,2.497482686,
399,1,,5,425,0,0,0,0,-1,12,3,3,1,11,12,9,3,0,3,0,0,2.186526345,3.34052636,3.947894789,0.489516784
400,10,,482,432,2,2,1,1,3,9,16,5,8,13,11,2,1,1,2,0,0,2.307747393,3.361284247,3.582025302,-0.794046733
401,14,,34,50,1,3,1,0,-1,,,,,,,,,,,,,2.853709689,3.159464298,2.91486061,
402,10,,437,436,2,2,1,2,13,14,4,10,3,11,7,8,0,1,1,1,0,2.211347331,3.487897836,3.688929412,0.481940352
403,10,,444,318,1,1,0,0,14,15,10,9,4,7,12,4,2,1,0,1,0,1.403205741,5.362250511,9.020608336,2.587688408
404,10,,479,158,2,0,0,0,15,14,12,8,5,11,15,6,3,1,4,0,0,3.110815283,3.411861924,2.528791779,-0.375275148
405,14,,469,462,1,2,0,0,-1,,,,,,,,,,,,,3.23173974,3.180765927,2.589469697,
406,14,,466,101,3,1,2,1,-1,,,,,,,,,,,,,2.784224331,3.151374792,2.998395433,
407,14,,465,422,1,1,0,1,-1,,,,,,,,,,,,,1.965513869,3.442195272,4.745748512,
408,14,,440,293,0,1,0,0,-1,,,,,,,,,,,,,2.387674104,3.14275053,3.663141039,
409,14,,402,126,2,1,2,0,-1,,,,,,,,,,,,,1.91579355,3.413781059,5.125766784,
410,14,,383,368,1,0,1,0,-1,,,,,,,,,,,,,1.951214444,3.394300126,4.928848985,
411,14,,321,149,2,2,1,0,-1,,,,,,,,,,,,,2.00168005,3.322788883,4.774006919,
412,14,,78,230,2,0,0,0,-1,,,,,,,,,,,,,2.42796421,3.193078982,3.509326421,
413,14,,111,203,2,1,2,0,-1,,,,,,,,,,,,,2.242316343,3.200396963,3.975015336,
414,6,,21,379,1,0,1,0,-1,,,,,,,,,,,,,2.071227097,3.657483947,3.940383258,
415,6,,148,245,3,1,1,0,-1,,,,,,,,,,,,,2.128289183,3.506609797,3.922132923,
416,6,,194,361,1,0,1,0,-1,,,,,,,,,,,,,2.283736591,3.440829797,3.552479142,
417,10,,280,369,3,1,1,0,0,19,9,12,5,12,3,8,3,2,1,0,0,1.228525205,7.703457231,15.1048181,5.065577104
418,7,,64,356,1,0,1,0,-1,14,7,5,1,8,7,2,4,3,1,0,0,1.583110692,4.274398868,6.926109278,2.544208389
419,4,,299,139,3,0,1,0,-1,,,,,,,,,,,,,1.687233941,4.233423342,5.521856533,
420,10,,480,181,3,0,3,0,12,17,14,12,13,12,5,6,6,0,0,0,0,2.568559512,3.505328275,2.98154359,-1.465270479
421,7,,127,409,2,1,1,0,-1,10,11,5,8,14,19,2,10,2,3,0,0,3.14301207,3.418025626,2.504587743,-1.358611964
422,13,,478,207,2,0,0,0,-1,16,11,9,4,7,20,7,5,0,1,0,0,1.786497743,3.984492157,5.018252087,0.192285769
423,7,,83,80,1,3,0,1,-1,10,17,4,10,10,10,4,11,2,4,0,0,2.483217072,3.344741362,3.243385563,-0.399453918
424,13,,323,136,1,1,1,1,-1,6,18,3,6,12,17,4,11,2,2,0,0,6.289679023,4.276981735,1.620221316,-0.067539602
425,13,,259,178,2,0,1,0,-1,14,8,10,1,19,24,5,4,1,1,0,0,1.643328619,4.23434368,6.0490624,-0.578406657
426,13,,218,146,0,4,0,2,-1,7,17,3,5,16,17,2,5,1,2,2,0,2.101267718,3.636809513,3.859058983,-0.626985426
427,13,,176,274,0,0,0,0,-1,5,13,0,4,15,23,5,4,3,2,0,0,3.233878467,3.446101742,2.435514721,-1.336374054
428,2,,494,313,0,4,0,2,-1,,,,,,,,,,,,,2.824243957,3.479872018,2.713291515,
429,2,,472,214,1,1,1,1,-1,,,,,,,,,,,,,2.053936322,3.833336601,3.813000598,
430,2,,390,483,3,0,1,0,-1,,,,,,,,,,,,,1.611685731,4.345431147,6.273333698,
431,2,,305,456,1,1,1,0,-1,,,,,,,,,,,,,2.487811281,3.574324779,3.046299528,
432,3,,433,46,2,0,2,0,-1,,,,,,,,,,,,,3.272647501,3.745922678,2.285818408,
433,13,,403,42,3,1,1,0,-1,12,22,6,4,11,14,6,5,1,2,0,0,1.415055383,5.154844608,9.147322295,1.982182185
434,3,,429,175,0,4,0,2,-1,,,,,,,,,,,,,2.142005941,3.886210779,3.498609703,
435,7,,222,70,3,1,1,1,-1,11,12,5,6,13,7,5,8,1,1,0,0,2.597465045,3.348294784,3.064197045,-0.354706415
436,7,,226,220,2,2,0,1,-1,15,15,5,8,6,13,10,3,1,1,0,0,2.183867035,3.672867287,3.573600603,-0.358400541
437,7,,252,65,3,3,1,2,-1,14,15,8,8,20,17,5,9,2,3,0,0,2.402767069,3.514046838,3.233724013,-1.949195586
438,7,,254,66,1,0,0,0,-1,7,6,3,1,6,5,14,7,0,2,0,0,2.223361871,3.668547087,3.476529471,1.375148984
439,7,,132,476,5,1,3,0,-1,12,4,11,1,7,13,6,3,1,1,0,0,2.387023463,3.45015156,3.319767926,0.708790143
440,7,,319,104,2,1,1,0,-1,10,4,5,1,11,11,6,7,4,3,0,0,2.022537341,3.569778406,4.247328416,1.085266853
441,3,,76,20,1,3,0,0,-1,,,,,,,,,,,,,2.424733382,3.698227806,3.056386617,
442,4,,351,208,4,0,1,0,-1,,,,,,,,,,,,,1.823794843,3.985708955,4.7439158,
443,7,,290,288,3,1,2,1,-1,9,13,6,6,9,6,3,4,3,3,0,0,2.51232254,3.436857234,3.115279949,0.561115257
444,12,,378,198,3,0,1,0,-1,22,7,8,0,12,11,6,3,2,0,0,1,1.126718354,12.28224512,24.36147792,9.823373713
445,10,,264,33,0,2,0,1,7,17,11,8,7,12,7,10,2,2,2,0,0,2.110576116,3.55782831,3.919641359,-0.248483854
446,2,,212,12,2,2,2,1,-1,,,,,,,,,,,,,6.122002633,4.716952848,1.575662973,
447,2,,339,3,5,1,1,1,-1,,,,,,,,,,,,,1.534551807,4.505913266,7.330661496,
448,12,,38,460,2,0,0,0,-1,17,8,3,1,6,7,9,4,0,1,0,0,2.117288652,3.52881442,3.932107496,1.309552384
449,10,,310,36,1,1,0,1,4,16,13,6,9,6,20,10,6,1,4,0,0,1.661618634,4.05952337,6.178833364,0.161381457
450,12,,48,458,1,0,1,0,-1,11,4,5,1,8,10,5,3,1,2,0,0,1.252869669,7.082755143,14.1554065,5.333897051
451,12,,258,155,3,2,0,2,-1,11,9,4,2,30,21,6,2,3,6,1,0,2.313516526,3.354093828,3.576353058,-2.023881599
452,2,,470,169,1,0,0,0,-1,,,,,,,,,,,,,2.488076977,3.590517588,3.034240216,
453,12,,461,406,0,0,0,0,-1,13,18,4,3,23,14,5,6,4,2,1,0,2.949815623,3.394308388,2.656854482,-1.225155941
